Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/Bellman Errors Max,trainer/Bellman Errors Mean,trainer/Bellman Errors Min,trainer/Bellman Errors Std,trainer/Policy Action Max,trainer/Policy Action Mean,trainer/Policy Action Min,trainer/Policy Action Std,trainer/Policy Loss,trainer/Preactivation Policy Loss,trainer/Q Predictions Max,trainer/Q Predictions Mean,trainer/Q Predictions Min,trainer/Q Predictions Std,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/QF Loss,trainer/Raw Policy Loss
10,1.0,0.5938208,-0.9994917,0.5872849,178.24780681501326,11,180.6391107213594,178.24780681501326,176.62236456437194,1.2420739431644974,3.1956885052050175,2.0726489164536424,0.6522753816855572,0.5771712014549085,160,10484,87,86.0,85,0.6030226891555273,1.0,0.4101609499158608,-1.0,0.6134459361922844,157.3095941305715,13,196.87066083454192,157.3095941305715,60.281007669293565,44.25974543098849,3.4371431830910453,2.0450247236974297,0.6003087151726009,0.6056940515423258,744,21000,93,76.92307692307692,35,17.600094136380847,21000,0.0033832810004241765,6.9005935809982475,0.26019361600629054,0.2556636259978404,0.004007386000012048,0.0013383069963310845,79.48984087801364,6.376007364997349,14227.475,206.20705,0.00018112455,1279.4089,1.0,0.30892047,-0.99999994,0.902778,-269.19052,0.0,358.23914,256.8694,-6.0850368,93.50781,364.51727,258.60608,-0.71343505,93.95199,206.20705,-269.19052
11,1.0,0.43560678,-1.0,0.7411448,206.38533541314132,10,216.79843799258796,206.38533541314132,197.12149507109035,6.72300239386051,4.571970801959259,2.1886037689622615,0.6403674274417406,0.766670458733123,170,11427,96,94.3,93,1.004987562112089,1.0,0.32312699506513204,-1.0,0.6885143177479727,138.45303031626207,14,205.9330561984448,138.45303031626207,7.580848322837037,67.28389551338564,4.2899223896893295,1.9383424244276695,0.5553813148307397,0.6942508661989176,758,22000,100,71.42857142857143,9,27.67338661115788,22000,0.0034090599947376177,6.834427804991719,0.27649203499458963,0.25508897499821614,0.005273091999697499,0.0016100619977805763,86.32598799601692,6.292554581006698,1908.6676,104.14203,0.0071233897,297.22772,1.0,0.4277698,-1.0,0.8409358,-262.29376,0.0,388.95868,247.67075,-11.029369,121.533455,390.37354,250.30893,-12.86006,121.434525,104.14201,-262.29376
12,1.0,0.35129666,-0.99998844,0.7090473,206.4268634923564,10,208.24865221655475,206.4268634923564,205.19467727806386,1.080527149818065,3.0895355775133604,2.0999680924959963,0.7193845840513455,0.5623638422372814,180,12410,99,98.3,98,0.45825756949558394,1.0,0.2649112706284222,-1.0,0.6475653003139659,186.1367823418637,11,231.63473177416589,186.1367823418637,27.01234282958683,53.340789348323476,3.885499262901434,2.0475046057605004,0.6223354253891888,0.621215528147354,769,23000,110,90.9090909090909,22,22.773407719828707,23000,0.0034015640048892237,6.863271664013155,0.28451716500421753,0.25464655199903063,0.003959592002502177,0.001283840996620711,93.19130684701668,6.3154629500058945,1295.7913,79.35887,0.0010267831,151.34009,1.0,0.3582051,-1.0,0.86489,-261.87656,0.0,405.76828,252.24551,-19.182798,120.324745,385.481,248.1914,-26.232996,120.41522,79.358864,-261.87656
13,1.0,0.34045488,-0.9999995,0.7514935,201.2075161949095,10,203.48297719905935,201.2075161949095,198.2469588540587,1.5477109639933755,3.422776194936239,2.036513321810824,0.8695949949256128,0.5102081115324754,190,13398,100,98.8,98,0.6,1.0,0.2786621841944932,-1.0,0.6639794215813882,165.57588012380828,12,217.5453436803323,165.57588012380828,8.410618598548687,59.445195968710905,3.9072233269976433,1.9869105614856994,0.804231563300319,0.5507536436196799,781,24000,106,83.33333333333333,9,26.483747636784503,24000,0.0034043670020764694,6.944513021007879,0.32353876999695785,0.2582493010049802,0.003915214001608547,0.0012587520031956956,100.13767196802655,6.35414661699906,2233.6445,101.85155,0.0010172405,271.90247,1.0,0.35357556,-1.0,0.8586803,-261.44183,0.0,395.39807,248.67068,-10.375763,122.066,394.92947,249.82304,-13.727518,123.750496,101.85153,-261.44183
14,1.0,0.59718734,-0.9942567,0.5077629,95.34735781708355,7,116.47517814273189,95.34735781708355,52.35180497551163,26.711700262650773,1.1872108804725783,0.7550130143886707,0.11501710473464936,0.26116847054476766,197,14282,147,126.28571428571429,84,25.904849439628016,1.0,0.39282188756988246,-1.0,0.5681854106234444,53.53792682797043,12,153.12417728056084,53.53792682797043,8.692236736411376,44.17671630605097,1.747284624778705,0.6424551219356451,-0.8929681008297304,0.3578115653359773,793,25000,181,83.33333333333333,36,47.369704336093214,25000,0.0033601009999983944,7.148368898000626,0.2788497709989315,0.26405280899780337,0.004313452998758294,0.001509967005404178,107.28787412602833,6.596282796999731,2243.8694,74.30738,0.008498254,225.14331,1.0,0.008478521,-1.0,0.9108963,-260.2072,0.0,410.45123,245.12912,-9.261473,116.16222,399.86276,244.98402,-4.8022885,117.74615,74.30738,-260.2072
15,0.9999899,0.08638738,-0.9999727,0.762522,1084.2389010866887,1,1084.2389010866887,1084.2389010866887,1084.2389010866887,0.0,1.7135008315710378,1.084238901086688,0.7248164630292021,0.14349422052113878,198,15282,1000,1000.0,1000,0.0,1.0,0.042946012830895226,-1.0,0.683025510283189,251.1778573824602,6,424.28404297918087,251.1778573824602,160.2829054765595,109.7068635070596,3.338051408016736,1.5070671442947614,0.28017116462530206,0.5341158505786197,799,26000,232,166.66666666666666,122,43.97979333992171,26000,0.0034283519999007694,6.891140587998962,0.3027084819987067,0.25853659700078424,0.005447037998237647,0.0020288280065869913,114.18056718203297,6.318991290994745,4473.5513,181.14142,0.00010893121,520.2645,1.0,0.25904176,-1.0,0.90773475,-332.5337,0.0,518.3903,313.0176,-2.5418222,137.74156,548.9125,316.22714,-5.2059155,141.57852,181.1414,-332.5337
16,1.0,0.2664488,-1.0,0.85956293,84.33862825534429,21,86.97212262621466,84.33862825534429,79.39690587149983,1.6412000383655125,2.8345267696928786,1.818389315566971,0.9047009078967398,0.510453821818525,219,16256,47,46.38095238095238,45,0.5753831415997416,1.0,0.17179421027859226,-1.0,0.7553317578027463,109.88457632359521,17,239.81739314533755,109.88457632359521,42.8354371882494,40.75676141912514,3.6292486004636793,1.8680377975011186,0.8113457618603404,0.5380861749744164,816,27000,105,58.8235294117647,26,16.353575950439158,27000,0.003419393004151061,7.0292388850066345,0.24697243199625518,0.25926553899626015,0.004550176003249362,0.0013740330032305792,121.21139337204659,6.513657312003488,6130.1284,195.91821,0.0030376352,656.1248,1.0,0.41822377,-1.0,0.84773487,-420.9978,0.0,766.84125,397.82678,-3.0828493,203.30177,773.3648,399.7155,-4.5688887,204.82542,195.91821,-420.9978
17,1.0,0.1635669,-1.0,0.8336408,363.57710845421036,5,423.2152756020118,363.57710845421036,324.03869365004635,35.65208457807165,3.4379628293283533,1.9824269817568718,0.10690918834799022,0.6001640344481833,224,17173,206,183.4,166,13.865064009949611,1.0,0.0032618275177228344,-1.0,0.6856890839666359,350.0197308691193,6,717.0837916987589,350.0197308691193,72.1465758175301,218.5243975022694,3.655951580777206,2.100118385214716,0.6019713393702963,0.7050474394643588,822,28000,282,166.66666666666666,49,82.33400809440099,28000,0.0033427750022383407,6.750777429013397,0.2868283589996281,0.24769572199875256,0.0038360250036930665,0.0012745800049742684,127.96412004404556,6.20779996800411,13550.998,480.69458,0.0006415881,1684.3245,1.0,0.072661035,-1.0,0.9065528,-564.91675,0.0,1049.9652,533.8229,0.1170246,228.21179,1033.8357,539.006,0.92750406,230.11569,480.69464,-564.91675
18,1.0,0.025784878,-1.0,0.8083119,627.0923089087989,3,775.3860967501025,627.0923089087989,362.6122438808909,187.4744456505744,4.887335119543567,2.4721115988520324,0.42890134065215585,0.8326435515233681,227,17934,325,253.66666666666666,182,58.37998134825175,1.0,0.06368348297214214,-1.0,0.6727728190158022,253.754250036482,8,430.20993595132074,253.754250036482,62.149223797929004,133.73548403617497,4.066010961298341,2.0300340002918564,0.5530062417838615,0.802206012721394,830,29000,167,125.0,36,50.2468904510518,29000,0.003387721000763122,6.977118784998311,0.3322248350013979,0.26194860500254435,0.003954893996706232,0.001530804998765234,134.94311158204073,6.374071924998134,90641.33,1610.3179,0.0010228753,9496.3545,1.0,0.14512543,-1.0,0.882308,-679.86334,0.0,984.4163,642.2099,-23.590475,265.31717,933.7436,630.2428,-0.74507767,268.23438,1610.3179,-679.86334
19,1.0,0.19602579,-1.0,0.7776733,643.5765250167769,2,923.9841421370396,643.5765250167769,363.1689078965142,280.4076171202627,2.954285066653621,1.4949512776231753,0.5007964451697492,0.4930333343499477,229,18795,578,430.5,283,147.5,1.0,0.09679303896749633,-1.0,0.7048411301925082,166.46311951967613,9,373.81770008736703,166.46311951967613,27.989649353649835,111.94695497993015,3.4993434983263034,1.4981680756770854,0.3589607159617184,0.5416000813656845,839,30000,246,111.11111111111111,21,75.34726190475145,30000,0.0033734909957274795,6.926183935000154,0.25081643600424286,0.2500952850023168,0.00608683599421056,0.0018359230016358197,141.87116005404096,6.41397596400202,343770.44,3345.2097,3.8146973e-06,30271.068,1.0,-0.07151648,-1.0,0.9147829,-729.08887,0.0,1079.29,700.8989,11.455192,264.0776,1090.5511,704.6989,1.2315646,272.2686,3345.2095,-729.08887
20,1.0,0.19366568,-1.0,0.861953,45.82282662972482,28,47.31384915472598,45.82282662972482,44.51880912815575,1.0458421688320105,1.9358230340588185,1.292083731754577,0.6659965540587919,0.3627215406315573,257,19788,36,35.464285714285715,35,0.4987228587060336,1.0,0.1763624082374161,-1.0,0.7176677819821362,145.15642751856436,10,427.2467764193616,145.15642751856436,12.508084242635196,154.47645286012437,3.625150354605572,1.4515642751856435,0.17833256443751216,0.5614937115251813,849,31000,311,100.0,11,107.1410285558245,31000,0.003367088000231888,7.082499912998173,0.3270245969979442,0.2520645370022976,0.0041820190017460845,0.001294278001296334,148.95594274302857,6.494567393994657,3247.7825,358.52612,0.00022589811,607.86786,1.0,-0.089631565,-1.0,0.91163945,-759.5667,0.0,1093.5425,734.83545,-23.283922,268.85846,1104.3871,743.3355,-0.41388497,268.79166,358.52612,-759.5667
21,1.0,0.06375678,-1.0,0.8335108,429.57797873906367,4,479.7517301006523,429.57797873906367,366.7995594493281,44.685380016344915,3.3494744569667163,1.824110313117043,0.8661021746796913,0.620018858545006,261,20730,246,235.5,222,9.313968005098578,1.0,0.21473454348955515,-1.0,0.7370209312044042,266.2844239081416,6,555.0833988426142,266.2844239081416,44.31492521322581,190.34309398989893,3.5398329641237942,1.5977065434488504,0.13881826117447568,0.7258322184168202,855,32000,313,166.66666666666666,31,104.25556206851614,32000,0.0034064339997712523,6.74152977400081,0.2464183670017519,0.2547568760055583,0.0038846940005896613,0.001253908994840458,155.69917022304435,6.231809493998298,7919.055,503.9773,0.017801657,1174.0891,1.0,0.06984538,-1.0,0.90595555,-850.3765,0.0,1263.8092,821.051,-33.2423,305.1572,1271.6244,825.6804,-0.38407344,302.74597,503.97733,-850.3765
22,1.0,0.20006955,-1.0,0.82506645,198.9545221093083,8,224.5877629695295,198.9545221093083,185.4827472926518,13.48788015631315,2.347200374893726,1.6257775044683007,0.880189596731234,0.2883567858077878,269,21709,127,122.375,119,2.54644359843292,1.0,0.16486922437815554,-1.0,0.7091453608225721,181.42774072641413,9,475.8546105175829,181.42774072641413,12.830092401733166,119.33602853415518,3.021760475203314,1.632849666537727,0.4286618232574245,0.47867618206778734,864,33000,219,111.11111111111111,11,52.04366637619359,33000,0.003493769996566698,7.138393783992797,0.23764196199772414,0.2588490449998062,0.004120278004847933,0.0012534779962152243,162.83927492803923,6.6330352509976365,33241.92,1450.8684,0.013810804,4760.9346,1.0,0.10706496,-1.0,0.91676784,-942.95996,0.0,1407.8671,892.0765,-34.261555,381.74423,1407.4121,889.3666,-72.41793,382.5351,1450.8685,-942.95996
23,1.0,0.21615705,-1.0,0.80853325,313.76166868803455,6,593.9921358362942,313.76166868803455,214.50196731181885,129.38061566707663,3.5356035419757625,2.039620814873465,0.8662053785012933,0.5961206441039589,275,22632,235,153.83333333333334,131,36.70339070016405,1.0,0.17362211601678174,-1.0,0.679806045986345,291.7132279058921,6,395.17214503676314,291.7132279058921,184.25972886197775,78.11980243530817,3.8640929938457305,1.7502793674353525,0.8442207199548651,0.5002121659277065,870,34000,274,166.66666666666666,103,59.159858763260154,34000,0.0033256150054512545,6.892390992004948,0.23919092100550188,0.25281979799910914,0.0037987460018484853,0.0013520569991669618,169.7333959250318,6.3919038549938705,14787.274,1390.2756,0.22421242,2748.958,1.0,0.23870552,-1.0,0.9093969,-1064.8684,0.0,1505.2145,1010.9381,-205.99472,367.8121,1444.9105,1008.5488,-211.55841,365.10046,1390.2758,-1064.8684
24,1.0,0.22983389,-0.99999994,0.6868021,1907.4826055211474,1,1907.4826055211474,1907.4826055211474,1907.4826055211474,0.0,2.9535898556157294,1.907482605521146,0.6254830682671773,0.4448464134242479,276,23632,1000,1000.0,1000,0.0,1.0,0.10578943062798085,-1.0,0.6524886786902464,356.6397827422144,5,629.9500487542008,356.6397827422144,140.10820561674532,185.58015308391273,3.521479397035379,1.7831989137110718,0.4376171213326631,0.5960486437112027,875,35000,332,200.0,95,92.5915762907188,35000,0.0033857899979921058,7.1030015270007425,0.23444261500117136,0.26120366399845807,0.00386472100217361,0.0013019500038353726,176.83810050602915,6.598802786997112,28749.848,1304.829,0.50335145,3192.832,1.0,0.2370497,-1.0,0.90350163,-1086.574,0.0,1604.0988,1033.7008,-42.526657,433.65735,1591.4038,1043.1301,-42.85639,431.5378,1304.8289,-1086.574
25,0.99999994,0.051658113,-1.0,0.7571117,597.6361514436009,3,650.0387633761957,597.6361514436009,494.08117703682984,73.22620352586601,4.079304742874752,2.1318768779200985,0.8671066230621688,0.8187270526641052,279,24473,309,280.3333333333333,224,39.83577398380618,1.0,0.07259772052452745,-1.0,0.6598114224952238,328.30978123377446,6,564.249895578452,328.30978123377446,27.362212467135176,196.78153865927297,3.4370012552671083,1.969858687402647,0.7562068877201354,0.6287728889761022,881,36000,282,166.66666666666666,23,94.96783081069552,36000,0.0034239329979754984,7.032448637997732,0.24726039400411537,0.2588779930010787,0.0048057559979497455,0.0012721730017801747,183.87217255303403,6.516808388994832,74614.66,2367.1072,0.0005044937,8155.989,1.0,0.08468639,-1.0,0.9344725,-1119.7444,0.0,1724.6163,1066.4852,-89.48245,489.3449,1677.6539,1060.816,-39.875866,488.39282,2367.1074,-1119.7444
26,1.0,0.033928335,-0.99999994,0.75124943,505.033088643271,2,606.9690730952833,505.033088643271,403.0971041912587,101.93598445201229,3.369116286826344,2.1264551100769307,0.8718674614419325,0.6407531635935597,281,24948,285,237.5,190,47.5,1.0,0.1596159531655722,-1.0,0.6565591472807548,240.78243172673533,7,593.7201345771947,240.78243172673533,10.749182314945251,191.63137362043815,3.9743937454429394,1.685477022087147,0.572892569625679,0.6319045322164507,888,37000,432,142.85714285714286,10,131.2929424405359,37000,0.003540594996593427,7.201085456996225,0.303396374998556,0.26550579800095875,0.0036155389971099794,0.0014869369988446124,191.07510850802646,6.623540213004162,1187792.9,13248.479,0.0053688893,105754.79,1.0,0.06810131,-1.0,0.9302122,-1250.5785,0.0,1650.3723,1210.1404,-52.40846,453.48248,1662.4023,1208.0269,-193.6447,461.98236,13248.479,-1250.5785
27,0.99997973,-0.08579542,-0.9999998,0.75945276,467.6927824569876,2,625.7476000410057,467.6927824569876,309.6379648729694,158.05481758401817,3.292355575302276,2.170268132050987,0.8864486530506771,0.5619295129250568,283,25379,283,215.5,148,67.5,1.0,0.04212179386131962,-1.0,0.6563775036227997,471.26695281121005,4,940.9350801852354,471.26695281121005,133.10250835622782,309.77579449910314,3.7907477555148605,1.8850678112448402,0.5379694761795427,0.7013733577009258,892,38000,480,250.0,84,143.82802230441743,38000,0.003450411000812892,7.477234026002407,0.2779374449964962,0.25157320000289474,0.0033099590000347234,0.0013915620002080686,198.553869168034,6.93957144900196,168211.5,2806.995,0.00037671626,14993.085,1.0,-0.05226915,-1.0,0.9064623,-1273.2793,0.0,1843.3281,1222.2766,7.1598005,477.7939,1858.0358,1235.1443,0.42866182,483.18927,2806.9949,-1273.2793
