Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Min,trainer/Bellman Errors 2 Std,trainer/Policy Action Max,trainer/Policy Action Mean,trainer/Policy Action Min,trainer/Policy Action Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss
10,1.0,-0.3333258,-1.0,0.9428035,0.25235350714221205,555,0.507862264573699,0.25235350714221205,-0.02113723187311023,0.11526604974930536,0.9655043323082044,0.028039278571356893,-1.2254067348296014,0.7312226930151484,4128,54856,9,9.0,9,0.0,1.0,-0.3209809953520245,-1.0,0.9082687415712546,0.6196936319806857,111,1.8784374349406878,0.6196936319806857,-0.42437911712470866,0.26281296215933564,0.973229402123731,0.06878599314985613,-1.3684653310433743,0.704128295012586,849,12000,10,9.00900900900901,8,0.16415195638097838,12000,0.003693254002428148,5.923180539000896,1.9152263119976851,0.3974891000034404,0.01381342999957269,0.0047124519987846725,67.48161061899737,3.588245990998985,355949.75,4307.627,0.00080376957,27423.756,262022.02,5145.1978,0.0005234107,27106.11,1.0,-0.17306371,-1.0,0.975386,-843.45264,10873.327,745.5187,-37.972214,1963.0906,10869.397,748.133,-28.627214,1975.682,10950.287,740.7402,-28.865036,1973.1185,4307.627,5145.1973
11,1.0,-0.33332732,-1.0,0.9428042,0.24286340891287841,555,0.5225990785197896,0.24286340891287841,-0.011545110745240672,0.11163346213524442,0.9645186608808565,0.026984823212542045,-1.224782683547865,0.7311599888838043,4683,59851,9,9.0,9,0.0,1.0,-0.3211242755822508,-1.0,0.9089216072094863,0.6098619817008559,112,1.0093610296713789,0.6098619817008559,0.09430465684604483,0.19853668294910856,0.9735808771931886,0.06830454195049585,-1.1922168889245406,0.7042212837876769,961,13000,9,8.928571428571429,1,0.7525466966323384,13000,0.0035342109986231662,5.921454342009383,1.9120688359980704,0.3976024080038769,0.013523959001759067,0.003478265003650449,73.40690416099824,3.5912466630034032,16572041.0,118006.28,9.390162e-05,1292258.8,17488670.0,125611.97,0.0003957382,1376529.4,1.0,-0.24423337,-1.0,0.96629214,-923.69507,16540.266,787.5053,-41.282413,2720.2944,16379.559,809.78455,-42.113102,2720.7166,16407.783,813.56323,-38.70604,2729.4749,118006.28,125612.0
12,1.0,0.5796817,-0.99999994,0.7128594,92.24026917368732,78,96.08674584659644,92.24026917368732,88.72664208184673,1.5105978599579137,2.033080256556199,1.4555413707359115,0.5898001268602197,0.3276298244793493,4761,64794,66,63.37179487179487,61,1.1335102542032685,1.0,0.5574309126635723,-1.0,0.689815556605528,91.24128261255788,16,96.42885726205562,91.24128261255788,85.08189140695545,2.262801387809722,2.0209240247958205,1.4598605218009264,0.6376889009288811,0.3202062593976279,977,14000,66,62.5,55,2.23606797749979,14000,0.003433890000451356,5.830894262006041,1.863162107001699,0.37946485899738036,0.010083956003654748,0.003509273003146518,79.24102875500103,3.5712401769997086,32944988.0,313439.2,0.010057761,2396376.0,36634200.0,339499.8,0.043505624,2628775.5,1.0,0.5725723,-1.0,0.77295345,-1605.1132,21957.621,1174.3328,-516.4072,3553.3557,21867.34,1120.9894,-829.3387,3523.2004,21793.809,1190.5685,-37.865673,3562.8628,313439.2,339499.8
13,1.0,0.63338745,-1.0,0.70302045,85.65159472291425,100,89.20728336534707,85.65159472291425,79.90317988470953,2.3578118762771236,2.6958552200013286,1.714060330656679,1.00572594566973,0.33357477591723705,4861,69791,52,49.97,47,1.2685030547854428,1.0,0.5679396091047914,-1.0,0.7132191042654469,85.49085685095758,19,97.21734267049182,85.49085685095758,77.08151949711718,4.712750131388792,2.624218933784614,1.624326280168194,-0.7902625088478343,0.4594995772271885,996,15000,68,52.63157894736842,46,5.111499175654309,15000,0.0034035729986499064,5.740914228001202,1.7995486260042526,0.38165761299751466,0.010286411001288798,0.004740525000670459,84.98438282300049,3.5412774799988256,17966058.0,200256.0,0.002117185,1327091.5,14907743.0,212254.31,0.017188132,1254600.6,1.0,0.6482691,-1.0,0.721843,-2326.3184,20854.748,1653.5945,-987.48035,3897.2844,20548.215,1682.9253,-1139.9381,3944.1243,20309.445,1685.141,-61.438736,3912.36,200256.0,212254.33
14,1.0,0.7748081,-0.9999998,0.5993929,38.757927736814274,225,40.590849704146315,38.757927736814274,37.93246894267283,0.6781023245756944,2.4160227216608465,1.747601952060764,1.0060292968707047,0.45799890032298257,5086,74781,23,22.177777777777777,22,0.3823255674241168,1.0,0.7324930027500083,-1.0,0.5868389216255037,39.810088109851726,44,42.51499667060622,39.810088109851726,36.21945988613954,1.110063805937723,2.4326876831461908,1.751643876833476,1.008572509085856,0.4560620665946275,1040,16000,24,22.727272727272727,21,0.5378254348272378,16000,0.003532196999003645,5.802606682998885,1.829673531006847,0.38240551699709613,0.011201561996131204,0.0036247309981263243,90.7899560980004,3.5721691450016806,38886692.0,509826.56,0.5655253,3655255.5,19081232.0,269092.56,0.2126447,1863308.4,1.0,0.78388315,-1.0,0.58642435,-3521.815,23056.893,2812.2207,-246.2697,5487.6313,22718.88,2892.011,-832.4805,5617.2837,22770.604,2855.1812,-166.43172,5559.6855,509826.53,269092.56
15,1.0,0.50645727,-1.0,0.77314615,72.2324764607605,95,73.53696411161333,72.2324764607605,71.24335166206701,0.5074753895916891,2.414328878522121,1.3737908435980477,-1.0678467053319822,0.7569876721848106,5181,79776,54,52.578947368421055,52,0.5146065920665397,1.0,0.49262813817452306,-1.0,0.7518581225484723,68.95295000582298,20,73.30231882956362,68.95295000582298,5.445905442868586,14.583570956927513,2.4131286002095638,1.3790590001164598,-0.9518686421668504,0.7222379861185,1060,17000,53,50.0,5,10.334408546211051,17000,0.0033954469981836155,5.760903118003625,1.7912352729981649,0.36890699400100857,0.010251085004711058,0.0035676429979503155,96.55347095400793,3.583546676003607,2271854.0,107434.72,0.23779315,241599.19,3806334.8,124845.36,0.15534203,321562.2,1.0,0.8532634,-1.0,0.46730295,-5945.913,21684.777,4676.1733,-1131.2882,6254.8916,21740.072,4733.3867,-801.5335,6245.2915,21791.598,4776.171,-102.540245,6238.924,107434.73,124845.35
16,1.0,0.5642555,-1.0,0.73267436,118.39423707367038,72,134.94737796821175,118.39423707367038,109.59851759196128,6.864856656812829,3.00916503232664,1.7252347843157798,0.5780193339082753,0.5090545307463448,5253,84717,78,68.625,64,3.8745519454225645,1.0,0.5454160092512338,-1.0,0.701403992217173,123.76213976357222,14,136.74989888676623,123.76213976357222,100.49831795317132,9.390243132727443,3.0923822758530037,1.732669956690011,0.5562036048835814,0.5186274383257348,1074,18000,77,71.42857142857143,60,4.746642207381757,18000,0.0034766509998007677,5.779338754007767,1.7686550829967018,0.3717602070028079,0.010085257003083825,0.0035715510020963848,102.33536485501827,3.6217900050032767,40220570.0,330386.8,0.24032974,2577448.8,33274782.0,290673.75,0.008780414,2157087.8,1.0,0.55589455,-1.0,0.7518945,-6367.573,21697.678,5089.9297,-199.83113,6313.929,21179.293,5143.0283,-309.16443,6321.5273,21158.805,5112.573,-79.26491,6326.6685,330386.8,290673.75
17,1.0,0.36220482,-1.0,0.81625736,69.73529661586839,102,73.75836043286694,69.73529661586839,60.54312882264611,2.1762305275653415,2.350370076921859,1.4277399146564786,-0.12823920240580516,0.5851446781953143,5355,89699,52,48.84313725490196,43,1.4193694957532441,1.0,0.3493205317989429,-1.0,0.7967693035844449,68.21246868559044,21,73.1723231015726,68.21246868559044,53.697109910653666,3.994644380187896,2.3315262889896897,1.4324618423973998,-0.08836841978931254,0.5574079815982274,1095,19000,51,47.61904761904762,33,3.618420998383404,19000,0.003420464003283996,5.7580549780032015,1.756220770002983,0.3652784869991592,0.010299964997102506,0.0035586369995144196,108.09592418801913,3.6192766550011584,119744590.0,717589.6,0.7982491,7713213.5,119533110.0,980316.75,0.012046195,8063694.5,1.0,0.54753727,-1.0,0.7643547,-7180.156,20258.094,5763.832,-217.83945,6560.1,20372.613,5861.5415,-126.38228,6556.8633,20395.88,5919.587,-92.835945,6521.5635,717589.6,980316.75
18,1.0,0.4180372,-1.0,0.78711474,60.602944831616114,127,66.5509817844167,60.602944831616114,55.24397745699569,4.399604047755395,2.34820573085926,1.544566324225416,-0.23120159355966152,0.5095627186047352,5482,94682,47,39.23622047244095,33,6.533326669371028,1.0,0.3898908090737071,-1.0,0.7683867555400161,65.25385011738464,22,67.36579948988208,65.25385011738464,57.61028879263157,2.549648679920423,2.3311913735753294,1.435584702582462,-0.1780860799302553,0.5547555679142923,1117,20000,48,45.45454545454545,34,3.738342762718562,20000,0.003416165003727656,5.774397589993896,1.7737054179960978,0.3722991719987476,0.01056478799728211,0.0035566840015235357,113.87281074202474,3.610855362996517,184176380.0,860200.94,0.036273636,11487509.0,179513360.0,826754.56,0.07088434,11195531.0,1.0,0.513134,-1.0,0.8007521,-7196.2393,20815.94,5966.699,-162.81125,7136.9653,20098.47,6061.1797,-145.30669,7189.679,20009.182,6056.0312,-116.03935,7184.1226,860200.9,826754.6
19,1.0,0.31262967,-1.0,0.8055575,14.047430163706242,323,91.44644232089084,14.047430163706242,10.087074471573933,10.458148100154641,2.2235033690955044,0.9098295453934463,0.4227561593127306,0.2881706853679009,5805,99669,57,15.439628482972136,13,5.996276645394635,1.0,0.23732482578154618,-1.0,0.7849998502810958,22.703685025916837,49,85.92774153894551,22.703685025916837,10.177936882766586,21.033494779180547,2.1657389309522475,1.112480566269925,0.4309066496968202,0.38491996352437213,1166,21000,54,20.408163265306122,13,11.856141725975009,21000,0.0034890140013885684,5.867958387010731,1.8585366640036227,0.3853032930055633,0.012440143000276294,0.003566471001249738,119.74324081803206,3.60462280199863,99663800.0,590679.25,0.54812765,6240411.5,97835496.0,583905.06,0.49796394,6150021.0,1.0,0.37953225,-1.0,0.8591465,-6922.268,21524.357,5994.563,-337.5153,7300.105,21843.787,6019.7935,-283.6288,7276.4326,21796.025,6008.95,-118.83193,7244.947,590679.3,583905.06
20,1.0,0.08818767,-1.0,0.79397154,360.5969039050383,20,447.76057273754304,360.5969039050383,191.8064884959916,59.40664451089599,2.3048435717773845,1.503740216451369,0.7193542668603594,0.30024204014497385,5825,104465,315,239.8,138,38.124270484823704,1.0,0.08939362138365879,-1.0,0.7862363533927544,306.79239924063745,5,386.12451622155197,306.79239924063745,70.10152957010423,118.84991543493344,2.269249681069468,1.533961996203187,0.7843208516162402,0.2895753847367931,1171,22000,258,200.0,47,77.21916860469297,22000,0.003386958996998146,5.783622416995058,1.7926104979997035,0.37865198299550684,0.009469716002058703,0.0035495600022841245,125.52998155702517,3.595953700998507,9454514.0,107319.94,0.24671496,624024.0,14194645.0,136680.17,0.99366635,918436.25,1.0,0.28601077,-1.0,0.87966007,-6572.1924,21661.15,5644.7983,-457.97894,6810.763,21935.998,5690.4126,-382.69778,6818.3477,21878.03,5703.955,-77.82829,6812.653,107319.94,136680.16
21,0.9999999,0.1260247,-1.0,0.42587963,767.2639059473142,7,800.7446294556737,767.2639059473142,733.725952755574,23.877426856566522,2.1897771681663927,1.173955703088787,0.4350028129561718,0.2174157680642026,5832,109040,687,653.5714285714286,620,23.747824819832854,1.0,0.1277796841017849,-1.0,0.4740782469512094,572.1451391377382,2,764.57675368866,572.1451391377382,379.7135245868162,192.4316145509219,2.1612977909108526,1.1442902782754758,0.5030416936860389,0.20488113640108457,1173,23000,651,500.0,349,151.0,23000,0.0034052350019919686,5.818531784992956,1.8156689730021753,0.38130219799495535,0.009023055994475726,0.0034955669980263337,131.3510099080013,3.6056367560013314,4022805.8,127178.88,0.000499025,426872.3,3936004.2,129995.625,0.01654216,420711.22,1.0,0.04389671,-1.0,0.83797383,-5922.341,19857.111,4684.713,-209.63704,5949.0327,19812.52,4690.3916,-207.88422,5911.4106,19730.324,4677.359,-70.59827,5905.9766,127178.88,129995.625
22,0.928741,0.06819753,-0.83264565,0.12756516,131.36099397353118,31,134.3766730382221,131.36099397353118,127.38786490306096,1.6018801694012785,0.9627088627334657,0.8152534160519452,0.41625121539418936,0.10432178234589926,5863,114035,165,161.1290322580645,156,2.090561515615439,1.0,0.06545195434449945,-0.9803336792373581,0.19328073557780737,115.31007868489326,7,133.42098075279822,115.31007868489326,50.09996176609562,27.040333998082293,0.9669650512442383,0.8071705507942529,0.3381875077358161,0.1101744731390281,1180,24000,163,142.85714285714286,67,31.429870103038567,24000,0.003334539993375074,5.861688017997949,1.836004890006734,0.3845173549998435,0.00980563300254289,0.003525683998304885,137.21519763000106,3.6244999159971485,5493791.0,146657.31,0.17078815,491186.0,6425512.0,129900.766,0.41925508,513400.9,1.0,0.081273764,-1.0,0.79197645,-7724.0596,20171.822,6267.724,-191.20479,6587.389,20508.746,6331.619,-210.66716,6623.822,20265.293,6301.921,-145.04462,6633.4204,146657.31,129900.766
23,0.8418034,0.12852412,-0.93280864,0.2092433,96.13335515324454,40,97.96456091789535,96.13335515324454,94.61763263465828,0.8945269494323824,0.9718563977870929,0.7732423499155,0.34985272531835127,0.15971866682593008,5903,119008,127,124.325,122,1.4728798321655436,1.0,0.13946678968719678,-0.9434444265068183,0.2752279285063694,97.63005962356381,8,113.01487006503189,97.63005962356381,18.39657355917856,30.163583018167383,1.0249163280506721,0.7810404769885103,0.34794127093510885,0.16361419856621282,1188,25000,142,125.0,31,35.731638641405745,25000,0.0034170669969171286,5.824842310001259,1.825983989998349,0.38410699099767953,0.00972263600124279,0.0035844550002366304,143.04274409300706,3.5980271710068337,1282989.9,82937.96,0.273093,175365.48,1192046.0,82214.484,0.17272638,171635.64,1.0,0.2753733,-1.0,0.7566821,-8851.656,20103.043,7480.294,-199.64795,7042.377,20003.094,7518.0083,-210.06308,7033.2427,19736.178,7533.5024,-262.78976,7045.7524,82937.96,82214.48
24,0.99927396,0.34600997,-0.94071984,0.27041116,984.0026101288795,5,984.2560963926105,984.0026101288795,983.6712158647127,0.2194120690345685,1.0263150832072088,0.9840026101288791,0.39633781883135466,0.05951413937689286,5908,124008,1000,1000.0,1000,0.0,1.0,0.35288429399355287,-0.902921453627173,0.307405346322205,984.2573690563175,1,984.2573690563175,984.2573690563175,984.2573690563175,0.0,1.0594502818862235,0.984257369056317,0.4441240025225241,0.056055106641523224,1189,26000,1000,1000.0,1000,0.0,26000,0.003420624001591932,5.877132411987986,1.832714087999193,0.38566136099689174,0.00963312499516178,0.00356115099566523,148.92236675899767,3.6421420629994827,4391728.0,102985.53,0.20004654,352910.44,3955435.2,108361.734,0.3941424,360140.44,1.0,0.27674386,-1.0,0.78800327,-9138.904,19216.115,8153.7075,-318.0356,6974.3755,19670.332,8112.2036,-320.8447,6951.777,19813.639,8114.3457,-280.32263,6948.9917,102985.53,108361.734
