Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Min,trainer/Bellman Errors 2 Std,trainer/Policy Action Max,trainer/Policy Action Mean,trainer/Policy Action Min,trainer/Policy Action Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss
25,0.9999707,0.19546771,-0.9962087,0.44013548,989.084308127078,5,989.5156777309601,989.084308127078,988.3014421305355,0.4246828981819754,1.3378576366457695,0.9890843081270777,0.3668944419749789,0.07155975330048008,5913,129008,1000,1000.0,1000,0.0,1.0,0.20890421204775378,-1.0,0.46387440784759054,988.7450374138344,1,988.7450374138344,988.7450374138344,988.7450374138344,0.0,1.208468728991054,0.9887450374138338,0.4300629540847336,0.06772815098675469,1190,27000,1000,1000.0,1000,0.0,27000,0.0033726619949447922,5.850132002000464,1.8292088040034287,0.3846463390000281,0.00975908400141634,0.003553235001163557,154.77512467600172,3.6195918779994827,1690113.0,57828.664,0.97043663,143781.38,1687072.5,59252.57,0.00011020899,143780.08,1.0,0.37034473,-1.0,0.7639568,-9124.832,18937.48,7933.961,-314.65927,7059.0713,19161.602,7941.1562,-364.13263,7047.989,19367.51,7921.8623,-235.71884,7041.8926,57828.67,59252.57
26,0.9999999,0.20400997,-0.9974436,0.4777108,992.6740292407043,5,993.3332143971345,992.6740292407043,991.8384341740137,0.5905391277980759,1.3147222920678237,0.9926740292407038,0.3963856997089891,0.07390864977717052,5918,134008,1000,1000.0,1000,0.0,1.0,0.2095039427312005,-1.0,0.4976373246872625,993.83982523141,1,993.83982523141,993.83982523141,993.83982523141,0.0,1.2203818954937435,0.993839825231411,0.5406114984700061,0.06837942299808027,1191,28000,1000,1000.0,1000,0.0,28000,0.003424670001550112,5.928321658000641,1.8233920729981037,0.38278468399948906,0.010211013999651186,0.0037027099970146082,160.706263631997,3.7048065070048324,53617796.0,271453.7,2.2646723,3343329.0,53004572.0,262103.36,0.2832651,3304783.8,1.0,0.45383945,-1.0,0.7231515,-9827.236,19593.61,8770.33,-358.83743,7190.5854,19814.55,8866.405,-341.2759,7185.78,19366.09,8853.879,-268.46652,7178.314,271453.7,262103.34
27,0.9999735,0.21546501,-0.99497354,0.48270476,979.9800151179641,5,980.893876841225,979.9800151179641,978.9827598052686,0.6300837637807614,1.3242725327878602,0.9799800151179645,0.5016962395521187,0.10825037373148147,5923,139008,1000,1000.0,1000,0.0,1.0,0.2312812928685584,-1.0,0.49488857783119966,980.2200436407418,1,980.2200436407418,980.2200436407418,980.2200436407418,0.0,1.3426472747022142,0.980220043640742,0.389279280162525,0.12130906765853379,1192,29000,1000,1000.0,1000,0.0,29000,0.0034128580009564757,5.879427085994394,1.849101232997782,0.381490590996691,0.010120680002728477,0.0035257630006526597,166.58851279298688,3.631775960995583,251756770.0,1051139.1,0.58618164,15700574.0,246489360.0,1027751.5,0.16983414,15372010.0,1.0,0.32205436,-1.0,0.7540966,-9452.885,18855.598,8375.07,-197.98244,6990.2637,18913.305,8387.47,-158.08838,6982.6025,18750.246,8401.604,-149.19945,6976.9473,1051139.1,1027751.5
28,0.99942464,0.2534349,-0.99481195,0.4748654,982.660864381801,5,983.8997623719018,982.660864381801,981.3674129980077,0.9917791812137278,1.2052393943216435,0.9826608643818008,0.5157728828696831,0.08458598509231899,5928,144008,1000,1000.0,1000,0.0,1.0,0.24994856552677464,-1.0,0.48787807687591356,981.4571102193648,1,981.4571102193648,981.4571102193648,981.4571102193648,0.0,1.1851711234884506,0.9814571102193643,0.49844196884609393,0.09275588567825979,1193,30000,1000,1000.0,1000,0.0,30000,0.003426744995522313,5.968467445993156,1.8349113119984395,0.38229961499746423,0.009959793998859823,0.0035430360003374517,172.5597756729694,3.7343269440025324,4180261.8,83023.15,0.31750584,290130.8,4744837.0,82958.49,0.49253577,316999.88,1.0,0.3198587,-1.0,0.7430059,-9701.391,19138.027,8713.952,-210.02876,6865.0312,19458.672,8793.162,-253.40115,6877.478,19122.78,8777.068,-259.02835,6878.26,83023.16,82958.49
29,0.99999964,0.28771928,-0.9959783,0.5926679,977.3526954080717,5,978.0656054491106,977.3526954080717,976.5780844493148,0.5827938553349838,1.2205221960574744,0.977352695408072,0.4001715882781276,0.09153991075984431,5933,149008,1000,1000.0,1000,0.0,1.0,0.2883946735008888,-1.0,0.5898534126524853,977.157764404901,1,977.157764404901,977.157764404901,977.157764404901,0.0,1.221670907176651,0.9771577644049025,0.44599189443646003,0.09237360929908052,1194,31000,1000,1000.0,1000,0.0,31000,0.003388079996511806,5.8344601999924635,1.8151743549969979,0.3823982009998872,0.010208756997599266,0.0035249709981144406,178.39708221498586,3.619765836003353,15341258.0,137278.31,0.04854163,985642.25,13636525.0,129643.555,0.00018671161,881708.7,1.0,0.33480895,-1.0,0.74642044,-10687.369,18632.488,9726.004,-155.9971,6813.712,18814.74,9743.97,-141.76015,6777.5654,18810.156,9726.398,-110.72664,6779.014,137278.31,129643.55
30,0.9999999,0.4006832,-0.99019384,0.56287086,979.0351081863689,5,981.0702306528793,979.0351081863689,975.8175794414982,1.9466736396377373,1.3376154433866985,0.9790351081863687,0.20484094245347648,0.11979124973561732,5938,154008,1000,1000.0,1000,0.0,1.0,0.3962373435403994,-1.0,0.5680265363644887,980.385128032993,1,980.385128032993,980.385128032993,980.385128032993,0.0,1.2772795924442386,0.9803851280329923,0.25417766537568026,0.1135313729752516,1195,32000,1000,1000.0,1000,0.0,32000,0.0033897729954333045,5.8362870950004435,1.8222508960025152,0.3824481729971012,0.010248653001326602,0.003524530002323445,184.23627589598618,3.6144250700017437,8977366.0,89293.78,0.18126369,574928.94,7768038.5,78901.5,0.21481901,498172.8,1.0,0.28565857,-1.0,0.7826588,-10250.746,17684.506,9301.202,-182.77913,6286.1704,18190.623,9288.67,-231.50441,6270.249,17839.72,9295.562,-241.42105,6257.4595,89293.78,78901.5
31,0.99831957,0.42427558,-0.9716744,0.47807503,979.7272100564244,5,980.4370481616637,979.7272100564244,979.001579841762,0.5664891209641147,1.2763849801251428,0.9797272100564242,0.21462923888168017,0.10273052323995037,5943,159008,1000,1000.0,1000,0.0,1.0,0.4080560651006176,-1.0,0.48628356895365277,980.1722042622926,1,980.1722042622926,980.1722042622926,980.1722042622926,0.0,1.0952206625415573,0.9801722042622937,0.2665943207020731,0.09519062876886898,1196,33000,1000,1000.0,1000,0.0,33000,0.003395464998902753,5.876640820002649,1.8345244560041465,0.38468920000013895,0.010162959995795973,0.003667201002826914,190.1157103979931,3.640201538000838,4184619.5,63857.89,0.79844,283315.53,4617549.5,63299.062,0.18273322,310980.38,1.0,0.21336025,-1.0,0.71936214,-11008.494,17563.787,10356.978,-186.51001,6309.361,17561.355,10349.941,-209.53073,6290.384,17523.0,10370.57,-164.95921,6286.0166,63857.89,63299.062
32,0.9714581,0.45085448,-0.88320845,0.5612534,975.8111857685017,5,976.3917539021003,975.8111857685017,975.131788307187,0.5328147453921221,1.1801701373597133,0.9758111857685017,0.18901977100694695,0.11345896541936248,5948,164008,1000,1000.0,1000,0.0,1.0,0.4438514700707847,-1.0,0.5501693797828752,977.0390855907885,1,977.0390855907885,977.0390855907885,977.0390855907885,0.0,1.158399012467312,0.9770390855907889,0.2113247514139853,0.10569520734899393,1197,34000,1000,1000.0,1000,0.0,34000,0.0034456510038580745,5.933423331996892,1.8552221299978555,0.3796152409995557,0.009881664002023172,0.0036609089947887696,196.05194875197776,3.6815977369988104,3348645.2,51053.336,0.16983414,222929.14,3121470.2,49619.156,0.06348038,211308.42,1.0,0.20736258,-1.0,0.74390733,-11008.533,17390.768,10301.163,-218.26375,6108.25,17439.072,10319.49,-190.1406,6108.4395,17439.242,10282.352,-176.68753,6104.0845,51053.336,49619.152
33,0.94049954,0.3396946,-0.8641867,0.41032887,976.5920525370977,5,977.7112161387236,976.5920525370977,975.8844344609424,0.7038435585546697,1.01280431913235,0.9765920525370977,0.345384770652177,0.08128836579993862,5953,169008,1000,1000.0,1000,0.0,1.0,0.3393055429440726,-1.0,0.4438468496442369,975.3357884507515,1,975.3357884507515,975.3357884507515,975.3357884507515,0.0,1.062507488214674,0.9753357884507525,0.45879138322587637,0.07952301402008931,1198,35000,1000,1000.0,1000,0.0,35000,0.0034388370040687732,5.8865616240072995,1.834346114002983,0.3850985910030431,0.010027481999713928,0.003642923998995684,201.94128096299391,3.650007675998495,3238583.2,77913.44,0.18401556,325458.7,3470717.2,78711.96,0.1273308,332126.0,1.0,0.24782169,-1.0,0.7063781,-10788.928,17218.787,9882.801,-258.0901,6162.2812,17448.854,9926.846,-198.94485,6172.098,17359.566,9946.748,-181.63638,6172.3184,77913.43,78711.96
34,0.9999806,0.20043032,-0.97612804,0.49203914,980.6561440890389,5,981.7163350383174,980.6561440890389,979.8898814905612,0.6702995718489303,1.2886600412018336,0.9806561440890383,0.5624230792656311,0.09872444078776811,5958,174008,1000,1000.0,1000,0.0,1.0,0.18791552239758433,-0.994887091631195,0.49979780320682565,979.3673249747911,1,979.3673249747911,979.3673249747911,979.3673249747911,0.0,1.155916665147579,0.9793673249747913,0.589557005025686,0.09237860907491437,1199,36000,1000,1000.0,1000,0.0,36000,0.003409190001548268,5.8560502829932375,1.8229860199935501,0.38350469899887685,0.009873750001133885,0.003528877998178359,207.80016769498616,3.63274774599995,54952860.0,270956.2,0.0014505386,3428101.2,55981580.0,273814.22,0.884408,3492205.0,1.0,0.32739243,-1.0,0.71213955,-10710.668,17362.705,9835.324,-218.79945,5837.0664,17338.193,9869.7705,-182.04483,5838.408,17234.115,9849.9,-179.38939,5823.1543,270956.16,273814.22
35,1.0,0.1070199,-0.99999994,0.56770957,707.2710094886544,7,1038.7645130399496,707.2710094886544,463.2424787374069,182.39198481231077,1.713836335501871,1.1218892060776295,0.28573024407988473,0.30066519450512363,5965,178421,1000,630.4285714285714,389,191.89272087948154,1.0,0.10063653672152201,-1.0,0.58560261209307,550.3636761425956,2,882.9615647091535,550.3636761425956,217.76578757603772,332.5978885665579,1.678181013436854,1.1007273522851915,0.43184479984395135,0.27343207510318024,1201,37000,796,500.0,204,296.0,37000,0.0035674009996000677,5.889894584994181,1.8569085720009753,0.3970499849965563,0.008945323002990335,0.003535028998157941,213.69285063098505,3.619888274995901,6468299.5,121294.46,0.064468384,595639.8,5722575.0,109942.836,0.61340714,479735.0,1.0,0.4376247,-1.0,0.7561559,-11379.49,16995.615,10541.92,-293.8364,5388.581,17527.246,10562.42,-243.67067,5434.048,17137.012,10546.803,-222.27591,5427.162,121294.47,109942.836
36,0.9999993,0.29407316,-0.99791914,0.51577747,271.13218885206453,28,309.5714237535801,271.13218885206453,256.2448128533222,14.933625301809185,2.1646003328836474,1.5607938502997134,1.0086195148241317,0.28010694187722457,5993,183285,213,173.71428571428572,158,15.486992567167784,1.0,0.31814634695771954,-1.0,0.5335328663606486,227.0495434682116,7,291.37272974762425,227.0495434682116,11.056893669252132,89.0618941966502,2.163871501589686,1.5893468042774817,1.0117322930131951,0.2945558207753138,1208,38000,193,142.85714285714286,10,55.655646797141465,38000,0.0034841230008169077,5.8591757050016895,1.8219169680014602,0.37669910799741047,0.009807271999306977,0.003507948000333272,219.55456215696904,3.6437602860023617,121834056.0,540813.8,0.0015175457,7600800.0,118042820.0,537158.8,0.2843137,7367003.5,1.0,0.5356964,-1.0,0.71276927,-11113.78,17078.203,10406.022,-243.81451,5465.566,17101.248,10426.699,-200.39424,5414.201,17166.232,10427.836,-185.04019,5417.036,540813.8,537158.75
37,0.9998371,0.061582964,-0.9998112,0.49785525,863.513052265614,6,1031.6402349041539,863.513052265614,595.3765869449701,175.09369846190873,2.194205601417358,1.1149296995036975,0.759388193548787,0.2574439090790326,5999,187932,1000,774.5,498,185.94869364065633,1.0,0.08795174965675055,-1.0,0.4964473049195201,405.71847899913627,3,590.6077338927213,405.71847899913627,168.29660880887775,176.3640710666936,2.185409428342171,1.2171554369974087,0.8443624397540697,0.30116991476594296,1211,39000,492,333.3333333333333,146,142.7009304649257,39000,0.0034081779958796687,5.832160406986077,1.8056336379959248,0.37987699799850816,0.009332077999715693,0.0035145599977113307,225.38927577794675,3.630394954998337,16746486.0,168694.81,0.013962746,1142750.4,16748552.0,171405.62,0.25,1138887.2,1.0,0.47561106,-1.0,0.73417735,-10703.744,17628.05,9907.309,-174.69514,5531.4844,18459.715,9918.047,-142.1807,5530.592,18234.125,9890.307,-140.31009,5529.719,168694.81,171405.62
38,0.999871,0.08223482,-0.9999672,0.59080094,1008.5884589217445,5,1011.3429936022981,1008.5884589217445,1006.8846742863307,1.5544507998831285,1.3769690382231066,1.0085884589217444,0.7074622493128827,0.11336822165614326,6004,192932,1000,1000.0,1000,0.0,1.0,0.08843430923254332,-1.0,0.5839477137515782,1007.0985952830914,1,1007.0985952830914,1007.0985952830914,1007.0985952830914,0.0,1.2894976990176208,1.0070985952830906,0.6479482694298323,0.11708858552837716,1212,40000,1000,1000.0,1000,0.0,40000,0.0034082990023307502,5.827417982000043,1.8153848269939772,0.3819706750000478,0.010002553004596848,0.0036600669991457835,231.21947094795178,3.6129915609999443,18376632.0,169530.38,0.9902582,1461933.5,20557418.0,171487.5,0.0005044937,1492230.6,1.0,0.44393682,-1.0,0.7361728,-10695.304,16494.65,9790.482,-209.72804,5586.8677,16464.348,9844.906,-169.02225,5563.607,16633.504,9831.4,-164.61362,5555.322,169530.38,171487.5
39,0.99977297,0.11043839,-0.99938774,0.5504608,995.392266663559,5,996.6864550772353,995.392266663559,994.2174707700372,0.8615435873601537,1.1656036087629946,0.9953922666635594,0.8645910680486698,0.042687919194331785,6009,197932,1000,1000.0,1000,0.0,1.0,0.11016953853044041,-1.0,0.5441471105402835,995.7002867880444,1,995.7002867880444,995.7002867880444,995.7002867880444,0.0,1.1478040596581398,0.9957002867880445,0.8179394072352562,0.05189706467320268,1213,41000,1000,1000.0,1000,0.0,41000,0.003845899998850655,6.077167540999653,1.9044212079970748,0.4638025239983108,0.01005646400153637,0.003560908000508789,237.29975241694046,3.691480537003372,741701.1,36939.85,0.89426494,80856.19,829641.7,40544.367,0.05583656,90253.88,1.0,0.44850686,-1.0,0.7298418,-10394.643,15756.926,9846.402,-183.98454,5434.6533,15811.577,9820.525,-139.88284,5435.877,15938.013,9835.984,-132.2246,5445.643,36939.85,40544.363
40,0.98553747,0.15686318,-0.9997566,0.31010258,986.1227626506895,5,986.9828090570425,986.1227626506895,985.6327510764122,0.46733450553632233,1.220001264185611,0.9861227626506898,0.7618103570538441,0.05455888750817997,6014,202932,1000,1000.0,1000,0.0,1.0,0.14457270454854698,-1.0,0.33610112261836644,986.6401453409102,1,986.6401453409102,986.6401453409102,986.6401453409102,0.0,1.1562374257511843,0.9866401453409106,0.7382155867324721,0.05818982025704535,1214,42000,1000,1000.0,1000,0.0,42000,0.0033976269987761043,5.900814965985774,1.8315803069999674,0.39496031099406537,0.010156324999115895,0.003710200995556079,243.2033770829221,3.6570101949982927,6314269.5,71883.16,0.022324562,404573.62,6907790.5,71185.63,1.3595924,437247.5,1.0,0.24238737,-1.0,0.75406474,-10977.711,15950.394,10356.67,-112.23442,4721.6274,15797.146,10343.363,-100.02471,4710.5146,15960.445,10370.482,-117.038734,4708.802,71883.16,71185.625
41,0.99522746,0.15544122,-0.9951024,0.30137226,993.7775375606498,5,994.6987766869636,993.7775375606498,993.0344167770618,0.5805985782090172,1.1554614649452382,0.9937775375606496,0.7254332997240779,0.060825845669398776,6019,207932,1000,1000.0,1000,0.0,1.0,0.15522029667215906,-1.0,0.3515883869606993,992.9752381294655,1,992.9752381294655,992.9752381294655,992.9752381294655,0.0,1.1765501940502694,0.9929752381294674,0.7982003712007733,0.06205214268827769,1215,43000,1000,1000.0,1000,0.0,43000,0.0034160029972554184,5.887563267999212,1.8672178569977405,0.38058770000498043,0.009982882998883724,0.0035659279965329915,249.09398929392773,3.6227928970038192,1844079.1,38072.78,0.02052261,129470.836,2362375.0,41877.242,0.13092905,160776.44,1.0,0.37071785,-1.0,0.68377507,-10869.604,16729.912,10346.387,-120.087456,4846.209,17018.979,10356.008,-119.9442,4860.1616,16808.21,10365.823,-127.51149,4865.7964,38072.78,41877.24
42,0.99735284,0.11215881,-0.99995464,0.36039448,986.6900094575296,5,988.5382501530859,986.6900094575296,985.9532489673763,0.9493894034011512,1.2836200276690306,0.9866900094575299,0.6742477582005589,0.092219201824348,6024,212932,1000,1000.0,1000,0.0,1.0,0.11574030661407335,-1.0,0.3743042845578919,985.513644106184,1,985.513644106184,985.513644106184,985.513644106184,0.0,1.2296536292983151,0.985513644106184,0.6935138311602023,0.09805127501461383,1216,44000,1000,1000.0,1000,0.0,44000,0.0033678719992167316,5.915371515999141,1.8758522529969923,0.3977777999971295,0.010114584001712501,0.003513096999085974,255.01215017191862,3.6247459100050037,78198560.0,379098.25,0.6057825,4885546.5,78096280.0,370555.8,2.5182962,4877436.0,1.0,0.29707074,-1.0,0.7093281,-10874.034,15720.332,10089.132,-129.48392,4806.0312,15810.946,10178.592,-154.79782,4775.778,15779.242,10176.576,-188.05782,4778.577,379098.22,370555.8
43,0.9999996,0.20603341,-0.99999905,0.41500694,986.6998476274232,5,988.4043582142095,986.6998476274232,985.7794051689646,0.9877023421196617,1.2968261893355741,0.9866998476274226,0.6225543562203738,0.11126419367976391,6029,217932,1000,1000.0,1000,0.0,1.0,0.2099879040969919,-1.0,0.44861936262799595,986.3311783829416,1,986.3311783829416,986.3311783829416,986.3311783829416,0.0,1.248917379403525,0.9863311783829419,0.6858662271732189,0.10352410601345426,1217,45000,1000,1000.0,1000,0.0,45000,0.0034320340055273846,5.845803600015643,1.8114121800026624,0.3816802139990614,0.010311167003237642,0.0035500180019880645,260.8607557769283,3.6354179870031658,390021.0,32564.625,1.5333405,57147.83,457504.28,35634.574,0.010381687,69864.41,1.0,0.34167853,-1.0,0.71907014,-10633.774,16677.842,9997.903,-142.97975,4913.427,16624.508,9989.042,-134.14417,4895.4536,16673.072,9984.32,-133.10278,4883.005,32564.625,35634.57
44,1.0,0.2055304,-0.99870086,0.5756678,993.2524260357711,5,994.9217335952657,993.2524260357711,990.9664298885882,1.2768709461658698,1.3179264138257083,0.9932524260357711,0.6237085336342868,0.10739681412990276,6034,222932,1000,1000.0,1000,0.0,1.0,0.20323448344179793,-1.0,0.5866265223099812,991.2066889230451,1,991.2066889230451,991.2066889230451,991.2066889230451,0.0,1.2499365519897512,0.9912066889230459,0.5915369014555988,0.10609323064585988,1218,46000,1000,1000.0,1000,0.0,46000,0.0033883200012496673,5.812258163001388,1.8200728869996965,0.3812854520001565,0.010297490996890701,0.003527202999975998,266.67609687993536,3.593686810003419,11971382.0,93909.29,0.010968899,783217.25,13995574.0,104114.95,1.039444,900635.4,1.0,0.36600938,-1.0,0.7201429,-10516.502,16940.672,9930.27,-153.71158,4865.664,16961.127,9952.721,-142.0816,4830.3906,16721.988,9958.815,-179.89848,4829.8613,93909.28,104114.945
45,1.0,0.4431732,-0.9995088,0.57836145,108.82062187542279,36,163.39319004755325,108.82062187542279,78.44932311540896,21.963742433059934,1.4519396577325965,0.791103066945723,0.22661439600791436,0.2255817537312266,6070,227884,192,137.55555555555554,107,21.701823328984805,1.0,0.39374891529554845,-1.0,0.5861062830421062,116.02428391610326,7,137.40258268716235,116.02428391610326,71.93356098892822,20.283582881055636,1.5894535677585926,0.8121699874127227,0.2228665362420281,0.24061493495080863,1225,47000,167,142.85714285714286,86,25.18178804174938,47000,0.003469864997896366,5.870023991999915,1.8215629359983723,0.3805908900030772,0.010038129003078211,0.0035749939997913316,272.54927044792566,3.6507871779976995,1194125.0,38926.812,0.025338173,109005.42,490633.22,32289.455,2.4597511,65399.348,1.0,0.33085874,-1.0,0.7771707,-10220.8545,17415.686,9727.92,-147.0511,4935.856,17681.383,9683.236,-151.33832,4927.7964,17590.004,9694.326,-175.05847,4924.3853,38926.812,32289.455
46,0.99999315,0.3175121,-0.99966913,0.579357,981.955242560037,5,994.4844244024877,981.955242560037,972.91116446595,9.803259988909245,1.6024675306108478,0.9819552425600366,0.47808581185998644,0.12618104027393062,6075,232884,1000,1000.0,1000,0.0,1.0,0.5534052386984141,-1.0,0.613067059941759,973.1199246960884,1,973.1199246960884,973.1199246960884,973.1199246960884,0.0,1.4536690742782217,0.9731199246960891,0.5164958817812751,0.09280311796825179,1226,48000,1000,1000.0,1000,0.0,48000,0.003494610995403491,5.927546757004166,1.8150773580055102,0.40693576999910874,0.009925643003953155,0.0037204300024313852,278.47956147093646,3.6883929449977586,6942252.5,62151.273,8.964878,436119.25,9039607.0,76362.46,0.116825104,566645.3,1.0,0.3329897,-1.0,0.7354434,-10807.452,19501.47,10130.098,-180.00215,4743.6494,19890.92,10126.032,-192.41927,4735.0386,19726.78,10119.152,-194.11661,4738.453,62151.277,76362.46
47,1.0,0.47201863,-1.0,0.7636516,33.16317170122985,236,35.18776147343731,33.16317170122985,32.40814419098798,0.5858290509994031,2.2977016021991403,1.5696968554934307,1.0054819922049856,0.36911259454820117,6311,237870,22,21.127118644067796,21,0.33310583062768717,1.0,0.4689073161620796,-1.0,0.7386237432129067,33.37159788291757,47,36.696667058935056,33.37159788291757,7.700660433316737,3.9545705572938403,2.288421543432902,1.5684651004971257,1.0069058238291915,0.36972633571674385,1273,49000,23,21.27659574468085,7,2.1996336992885253,49000,0.0034490559992264025,5.870240553005715,1.8522559850025573,0.3844196270001703,0.012184826999146026,0.004795185006514657,284.3527635029386,3.6131358729981002,32296906.0,206753.05,0.030899048,2056526.0,33102538.0,236300.75,0.26085758,2203445.0,1.0,0.65449303,-1.0,0.6060475,-10352.651,21077.154,9796.4375,-179.98293,4702.2026,22579.53,9825.51,-230.30705,4707.635,24286.826,9827.502,-202.28928,4720.493,206753.03,236300.75
48,1.0,0.09260643,-1.0,0.7580784,206.4008828874316,48,227.06816518847242,206.4008828874316,191.37123480675223,7.604852627286633,3.0136802044465414,2.0153056099667856,1.0059071690908965,0.4160775981895676,6359,242786,110,102.41666666666667,95,3.3716547206906515,1.0,0.09272258403047086,-1.0,0.7422227627756155,200.39704270356418,10,224.91432985014467,200.39704270356418,100.8687951283021,34.66386790124366,2.9753903495651115,2.0039704270356418,1.007820081025027,0.41792014667486954,1283,50000,110,100.0,58,14.744490496453244,50000,0.003422033005335834,5.767945067003893,1.7351405660010641,0.3664237359989784,0.010326855997845996,0.0034613980024005286,290.12402179395576,3.6491704779982683,23271938.0,158819.34,2.470676,1456885.9,23789134.0,157362.48,1.3713516,1486844.8,1.0,0.67523956,-1.0,0.5704098,-10672.833,21097.297,9944.632,-184.57611,5346.3574,21176.13,9949.613,-172.95937,5335.9795,21412.988,9950.212,-181.74487,5341.297,158819.34,157362.48
49,1.0,0.14251594,-1.0,0.73464084,192.68546600794343,50,199.04314147133312,192.68546600794343,185.17614467938384,3.039092800940817,2.8660188749509294,1.9625734977382716,1.0078179645318055,0.40906298085134185,6409,247695,102,98.18,94,1.7965522536235898,1.0,0.142135333544989,-1.0,0.7255844305014563,178.16908128991022,11,202.59789853941044,178.16908128991022,28.9287278941483,47.3747121795936,2.8649205878342214,1.9598598941890126,1.0116035724414294,0.41284838619338504,1294,51000,104,90.9090909090909,18,23.19660847253536,51000,0.0035271039960207418,5.7941477869972005,1.7495734270050889,0.372169654998288,0.010103731001436245,0.0036625819993787445,295.92068669695436,3.655111287996988,6647773.5,124624.64,0.35836124,652252.06,8985137.0,130206.875,0.036263466,769249.56,1.0,0.6731284,-1.0,0.5878688,-10974.777,20662.438,10063.548,-229.32303,5499.4424,20355.508,10049.343,-214.74568,5485.454,20451.717,10063.162,-225.44688,5494.8667,124624.64,130206.875
50,1.0,0.11389392,-1.0,0.72148705,217.53813429566344,46,222.82215128843671,217.53813429566344,211.27393251818506,2.830327701803436,2.894954782714387,2.0199342304401537,1.0066333164262313,0.4098064376789406,6455,252649,110,107.69565217391305,104,1.4275178399462614,1.0,0.11957323820286607,-1.0,0.7155817865290462,200.88179568429354,10,220.9608241326046,200.88179568429354,55.70026476890914,48.460529412652896,2.935673152462041,2.008817956842935,1.0076409540041953,0.4158295162321552,1304,52000,109,100.0,33,22.356207191739838,52000,0.003466077003395185,6.054422280998551,1.8476043729970115,0.36877006300346693,0.009949469000275712,0.0035349769968888722,301.977996342961,3.821097321997513,27693146.0,187802.25,0.5366206,1731264.8,27414648.0,185140.44,0.50682163,1712009.4,1.0,0.6540363,-1.0,0.5858049,-12118.119,19930.299,11163.424,-342.6542,5690.319,19906.605,11208.227,-222.58015,5646.178,19881.615,11218.461,-303.49765,5640.286,187802.28,185140.45
51,1.0,0.20033166,-1.0,0.7629011,197.9788309843385,51,206.1120417862535,197.9788309843385,188.5063667323438,3.689809470503599,3.1317716936417446,2.0559805294647244,1.0094160932101006,0.49843241667603194,6506,257560,100,96.29411764705883,92,1.7297185268816428,1.0,0.20706835844956178,-1.0,0.7418558025367371,184.94251634209078,11,201.42189403716583,184.94251634209078,59.531756979324456,39.72485656726543,3.07192749895251,2.034367679762999,1.0081110345874238,0.48451903958248516,1315,53000,98,90.9090909090909,36,17.390982749451958,53000,0.003446510003414005,5.836900266011071,1.803577309998218,0.36835672699817223,0.009862905004411004,0.00368676600191975,307.8174347739696,3.647970048004936,137598660.0,613733.75,0.60342735,8580156.0,133287950.0,589808.5,0.1451643,8311459.0,1.0,0.60576,-1.0,0.63142717,-12159.691,19393.254,11369.697,-280.79706,6424.644,19322.643,11430.529,-585.0819,6406.552,19327.553,11443.559,-318.60886,6407.659,613733.9,589808.5
